Question,Answer
Modal verbs ke baare mein mazeed tafseelat kahan mil sakti hain?,Modal verbs ke baare mein mazeed tafseelat Unit 18 mein mil sakti hain
Hans Homann kis mulk se tauluq rakhte hain aur kis ke liye kaam karte hain?,Hans Homann Austria se talluq rakhte hain aur wo Austrian Television ke liye kaam karte hain.
Hans Homann kis zaban mein baat karte hain aur unka shoq kya hai?,"Hans Homann waziha taur par German mein baat karte hain, lekin unhen English aur Spanish bhi aati hai. Unka shoq detective novels parhne ka hai."
Hans Homann ki kon kon se khuwahishein ya hobbies hain?,"Hans Homann ko skiing aur swimming karna bohot pasand hai, purane films dekhna aur safar karna bhi unki khwahishon mein shamil hai."
Hans Homann hafte ke akhir mein kya karne ki adat rakhte hain?,Hans Homann hafte ke akhir mein boorhoon ki madad karte hain.
'He reads a book' ko German mein kaise kahte hain?,Er liest ein Buch.
'Peter speaks German and English' ko German mein kaise translate karte hain?,Peter spricht Deutsch und Englisch.
'We speak German and Spanish' ka German translation kya hai?,Wir sprechen Deutsch und Spanisch.
'Magda likes to eat pizza' ko German mein kaise keh sakte hain?,Magda isst gerne Pizza.
Kya aap yaad rakhsakte hain keh konse endings ke liye aik stem vowel change hai?,"Stem vowel changes usually occur for the endings -e, -en, -st, and -t."
Kya aap identify kar sakte hain keh aapko ek additional e kab use karna hai?,"Ek additional 'e' is usually used at the end of a verb in present tense, especially when the stem vowel is a short one."
Stem ke end par agar s sound hai tou apko kya yaad rakhna hai?,Agar stem ke end par 's' sound hai tou aapko yaad rakhna hai yeh -t or -st endings ke liye hai
Sabse common stem vowel changes konse hain?,"Sabse common stem vowel changes 'a' to 'ä', 'e' to 'ie' or 'i', and 'o' to 'ö' hain."
'Haben' ko English mein kya translate kiya jata hai?,'Haben' ko English mein 'to have' ke tor par translate kiya jata hai.
'Sein' ka English mein kya matlab hai?,'Sein' ka matlab English mein 'to be' hota hai.
'Haben' aur 'sein' English ke sath kis tarah milte julte hain?,"'Haben' aur 'sein', dono hi English mein kisi had tak irregular hone ke maamle mein milte julte hain."
Kya 'haben' aur 'sein' German mein regular ya irregular verbs hain?,"'Haben' aur 'sein', dono German mein irregular verbs hain."
Unit 3 mein kis baat par zor diya gaya hai?,Unit 3 mein German mein irregular verbs ka stem vowel aksar change hone par zor diya gaya hai.
Present tense mein stem vowel change kis forms ko affect karta hai?,Present tense mein stem vowel change kabhi kabhi 'du' aur 'er/sie/es' forms ko affect karta hai.
Sein English ki 'to be' ke muqable mein kis tarhan irregular hai?,"Sein English ki 'to be' k muqable mein zyada irregular verb hai, jiska ending kaafi change hota hai."
English mein 'to be' kay alag alag forms kya hai?,"English mein 'to be' kay alag alag forms hain, 'I am', 'you are', 'he/she/it is', 'we are', 'you are', 'they are'."
'Ich' ke liye German mein 'haben' aur 'sein' ke forms kya hain?,'Ich' ke liye German mein 'haben' aur 'sein' ke forms 'habe' aur 'bin' hain.
'Du' ke liye German mein 'haben' aur 'sein' ke forms kya hain?,'Du' ke liye German mein 'haben' aur 'sein' ke forms 'hast' aur 'bist' hain.
'Sie' 'haben' aur 'sein' ko German mein kaise translate karta hai?,'Sie' 'haben' aur 'sein' ko German mein 'haben' aur 'sind' ke tor par translate karta hai.
'Er/sie/es' ke liye German mein 'haben' aur 'sein' ke translations kya hain?,'Er/sie/es' ke liye German mein 'haben' aur 'sein' ke forms 'hat' aur 'ist' hain.
Haben german mein kya matlab hota hai?,'Haben' ka matlab german mein 'have' hota hai.
Haben ke kon kon se patterns yaad rakhne mein asani karte hain?,"Ich, wir, ihr aur sie ke liye endings regular hain jo stem se judi hoti hain. Aur du aur er/sie/es ke liye finite verb form irregular hoti hai jisme stem se b ko drop karna parta hai."
"Ich, wir, ihr aur sie ke liye endings kaise hoti hain?","Ich, wir, ihr aur sie ke liye endings kaafi regular hain: unhe aam taur par stem se juda jata hai: ich hab-e, wir hab-en, ihr hab-t, sie hab-en."
Du aur er/sie/es ke liye finite verb form kaisi hoti hai?,"Du aur er/sie/es ke liye finite verb form irregular hoti hai – isme apko stem se b ko drop karna parta hai: du hast, er/sie/es hat."
Haben ka kya istemal hota hai?,Haben ka istemal English ki 'to have' ki tarah hota hai.
Haben verb ka English mein kya arth hota hai?,Haben verb ka English mein 'to have' arth hota hai.
Kis tarah se Haben verb ka istemal kiya jaata hai?,'Ich habe gesungen.' yani ke 'Maine gaaya.' Phrase mein Haben verb ka istemal kiya jata hai.
Haben verb kis tarah ki phrases mein istemal hua hai?,"Haben verb ka istemal alag-alag phrases mein hota hai, jaise ki 'Ich habe gesungen.'"
Hunger haben ka kya matlab hota hai?,Hunger haben ka matlab hota hai bhukha hona
Ich habe Hunger iska kya matlab hai?,Ich habe Hunger ka matlab hota hai mujhe bhukh lagi hai
Durst haben ka kya matlab hai?,Durst haben ka matlab hota hai pyaas hona
Er hat Durst ka kya matlab hai?,"Er hat Durst ka matlab hota hai, usse pyaas lagi hai"
Sein verb ke kya forms hain?,"Sein verb ke forms hain: ich bin, du bist, Sie sind, er/sie/es ist, wir sind, ihr seid, Sie sind, sie sind"
'Ich bin aus Deutschland' ka kya matlab hai?,'Ich bin aus Deutschland' ka matlab hai 'Main Germany se hon'
'Sind Sie Herr Schuhmacher?' ka kya matlab hai?,'Sind Sie Herr Schuhmacher?' ka matlab hai 'Kya aap Mr. Schuhmacher hain?'
'Sein oder Nicht-Sein. Das ist die Frage' ka kya matlab hai?,"'Sein oder Nicht-Sein. Das ist die Frage' ka matlab hota hai 'Hona ya na hona, yehi sawal hai'"
Sein verb ka kya istemaal hota hai?,Sein verb tenses aur doosre grammatical forms banane ke liye istemaal kiya jata hai.
German language mai kitne present tenses hote hain?,German language mai sirf aik present tense hota hai.
Sein verb ka istemal English ke kis tense ke liye nahi kiya jata hai?,Sein verb ka istemal English ke 'I am going' jese tense banane ke liye nahi hota.
Ich gehe kis language ka phrase hai?,Ich gehe German language ka phrase hai.
Exercise 4.2 kis bare mein hai?,Exercise 4.2 Muzhairah verb form ka istemal karke mukhtasir mukalamaat ko mukammal karne ke bare mein hai.
Di gayi paragraph mein 'Muzhairah' kya hai?,'Muzhairah' Urdu zaban ka ek verb form hai jo qayaas ya andaaze ka izhaar karta hai.
Paragraph mein 'Istamal kar' ka kya matlab hai?,"'Istamal kar' ka matlab English mein 'use' hota hai. Paragraph ke context mein, yeh Muzhairah verb form ka istemal karne ki taraf ishara karta hai."
Paragraph ke context mein 'mukhtasir mukalamaat' ka istemal kaise kiya ja sakta hai?,"'Mukhtasir mukalamaat' ka matlab short conversations hota hai. Paragraph ke mutabiq, yeh suggest karta hai ke short conversations ko Muzhairah verb form ka istemal karke mukammal kiya jaye."
Paragraph mein zikr kiye gaye do verbs kon se hain jin ke mukhtalif zamanay nikaale gaye hain?,Verbs 'hona' aur 'hona' hain.
Paragraph mein kon kon se muzo' (subjects) ka zikr hua hai?,"Muzo' (subjects) hain 'main', 'tum', 'woh', 'hum', 'tum', 'aap', 'woh'."
Paragraph mein kya asal hidayat di gayi hai?,Hidayat yeh di gayi hai ke zikr kiye gaye tamam muzo' ke liye verbs ke mojooda zamanay likhe jaayein.
Verbs ko kis lihaz se zikr karna hai?,Verbs ko mukhtalif muzo' ke lihaaz se aur khaas tor par mojooda zamanay mein zikr karna hai.
"""Hum New York se hain"" ko German mein kaise translate karenge?",Wir kommen aus New York
"""Wo log Australia se hein"" ko German mein kaise translate karenge?",Diese Leute kommen aus Australien
"""Mario Munich se hai"" ko German mein kaise translate karenge?",Mario kommt aus München
"""Kya aap Mr Becker hain?"" ko German mein kaise translate karenge?",Sind Sie Herr Becker?
Kom talib ilm hain?,Saat logh talib ilm hain.
Berlin kahan ki dar-ul-hukumat hai?,Berlin Germany ki dar-ul-hukumat hai.
Mere paas kya hai?,Aapke paas aik flat hai.
Hum kaise mehsoos kar rahe hain?,Aap bhooky hain.
Mojooda zamane mayn tamam verb forms yaad karne ka kiya tareeka hai?,Mojooda zamane mayn tamam verb forms yaad karne ka tareeka hai ke moetbaar resource books ya online tutorials ka istemal karen or har roz is par amliyyat karen.
Haben ke liye na mumkinat kya hoti hain?,Haben ke liye na mumkinat woh hoti hain jo grammatical rules ya usage ko violate karti hain.
Haben ke saath kuch mufeed phrases konse hain?,"'Ich habe', 'Du hast', 'Er/Sie/Es hat', 'Wir haben', 'Ihr habt', 'Sie haben' kuch phrases hain jo haben ke saath aate hain."
Haben ke saath yaad karne ke liye kuch techniques kya hain?,"Haben ke saath yaad karne ke liye aap rozmara ki conversation mayn iska istemaal karen, flashcards banayen ya mnemonics ka istemaal kar saken hain."
Separable verb ki tareef kya hai?,Aik separable verb wo hota hai jo do hisson mein taqseem hota hai: aik prefix aur verb ki infinitive.
Separable verb ka example kya hai?,Misal ke tor par: auf + stehen → aufstehen 'to get up'.
Separable verb kis tarah taqseem hoti hain?,Separable verb aik prefix aur verb ki infinitive mein taqseem hoti hai.
Aufstehen ka kya matlab hai?,Aufstehen ka matlab hota hai 'to get up'.
What can separable verbs be compared to in English?,"In English, separable verbs can be compared to phrasal verbs."
Can you give examples of these equivalents in English?,"Examples of these equivalents in English are 'to get up', 'to get on', etc."
German mein 'to depart' ka matlab batane wala separable verb konsa hai?,German mein 'to depart' ka matlab batane wala separable verb 'abfahren' hai.
'To start' ke liye German ka separable verb kya hai?,'To start' ke liye German ka separable verb 'anfangen' hai.
'To tidy up' ko German mein separable verb ka istemal karke kaise kaha jata hai?,'To tidy up' ko German mein separable verb ka istemal karke 'aufräumen' kehte hain.
German ka separable verb 'einladen' ka kya matlab hai?,German ka separable verb 'einladen' ka matlab 'to invite' hota hai.
Jab ek detachable verb sentence mein mojood hota hai to kya hota hai?,"Jab ek detachable verb mojood hota hai, to verb ka prefix aksar alag ho jata hai aur sentence ke akhir mein aa jata hai."
Kuch examples dijiye sentences ke jo detachable verbs ka istemal karte hain?,"Detachable verbs ka istemal karne wale sentences ke examples hain: 'Mr. Nolte apni wife ko phone karte hain.', 'Bernhard subah paanch baje uth jate hain.', 'Corinna har din bahar jati hai.', 'Bachche har sham television dekhte hain.', 'Wo supermarket mein shopping karne jata hai.' aur 'Meeting Monday ko hoti hai.'"
Detachable verbs ka istemal karne se juda pattern kya hai?,Detachable verbs ka istemal karne se juda pattern yeh hai ki verb ka prefix aksar detach ho kar sentence ke akhir mein move kar jata hai.
Detachable verbs mein prefix ka kya asar hota hai?,Detachable verbs mein prefix ka asar yeh hota hai ki yeh verb ko naya matlab deta hai aur sentence ke andar iska kaam karne ka tareeqa badal deta hai.
Clause 1 and Clause 2 ki example kya hai?,"Clause 1: 'Ich stehe auf' yaani 'I get up', aur Clause 2: 'und dann frühstücke ich.' yaani 'and then I have breakfast.' Iske alawa, Clause 1: 'Herr Carlsen sieht fern,' yaani 'Mr Carlsen is watching television,', aur Clause 2: 'aber seine Kinder lesen.' yaani 'but his children are reading.' Ye hain do examples."
Kya zaruri hai ki split off prefix relevant clause sentence ke end pe hi ho?,"Nahi, ye zaruri nahi hai ki split off prefix relevant clause sentence ke end pe hi ho."
Dr Schuster ko kitnay baje sona hota hai?,Dr Schuster ko bara baje sona hota hai.
Dr Schuster ko kinay baje uthna hota hai?,Dr Schuster ko paanch baje uthna hota hai.
Dr Schuster kitnay ghantay sotay hain?,Dr Schuster saath ghantay sotay hain.
Dr Schuster rooz kitnay gantay kaam kartay hain?,Dr Schuster ki rozana ki duty ki exact timing is paragraph mein nahi batai gayi hai lekin agar woh raat bara baje sonay jatay hain or subah paanch baje uth jatay hain toh woh kam az kam 17 ghantay kaam kartay hain.
'kommen' verb kisi bhi prefix ke sath ka istemal karke uska kya hatasul hota hai?,"Prefix 'kommen' verb ke sath joda jata hai, uska matlab badal deta hai. Jaise, 'ankommen' ka matlab hota hai 'to arrive', 'mitkommen' ka matlab hota hai 'to come along', etc."
'steigen' verb kis prefix ke sath joda jata hai aur unka kya matlab hota hai?,"'steigen' verb 'ein', 'um', 'aus' jaise prefix ke sath joda jata hai. 'einsteigen' ka matlab hota hai 'to get in/on', 'umsteigen' ka matlab hota hai 'to change', aur 'aussteigen' ka matlab hota hai 'to get out/off'."
Prefix ka istemal karke hum kya kar sakte hain?,Prefix ka matlab jan kar hum often verb ka matlab guess kar sakte hain.
Prefixes ke sath separable verbs ko kyun yaad karna padta hai?,Prefixes ke sath separable verbs ko yaad karna padta hai kyunki ye hamesha nahi hota ki prefix ka matlab jan kar hum verb ka matlab guess kar saken.
Kisi verb ko check karne ke liye kya dekhna chahiye taake pata chale ke woh separable hai ya nahi?,Kisi verb ko separable hai ya nahi yeh jaanne ke liye ek achi dictionary check ki ja sakti hai.
Agar koi verb separable hai to dictionary mein iski kya indication di jati hai?,"Agar koi verb separable hai, to dictionary mein uske baad 'sep' likha hota hai."
Kya aap paragraph mein zikar kiye gaye kuch common separable prefixes ka naam bata sakte hain?,"Paragraph mein zikar kiye gaye common separable prefixes mein 'ab-', 'an-', 'auf-', 'aus-', 'ein-', 'mit-', 'nach-', 'vor-', 'zu-', 'zurück-' shamil hain."
"Paragraph ke mutabiq, in prefixes ke saath aap kya kar sakte hain?","Paragraph ke mutabiq, aap in prefixes ke examples ko dekh sakte hain."
Kya 'vor-' paragraph ke hisaab se ek common separable prefix hai?,"Haan, 'vor-' ko paragraph mein ek common separable prefix ke taur par zikar kiya gaya hai."
Paragraph mein kitne common separable prefixes ka zikar hai?,Paragraph mein das common separable prefixes ka zikar kiya gaya hai.
German zaban mein inseparable prefixes ke kuch examples kya hain?,"German zaban mein inseparable prefixes ke kuch examples hain be-, er-, ge- aur ver-."
Inseparable prefixes wale verbs ke examples kya hain?,"Inseparable prefixes wale verbs ke examples hain bezahlen ka matlab 'to pay', erzählen ka matlab 'to tell', verdienen ka matlab 'to earn', verkaufen ka matlab 'to sell' aur verstehen ka matlab 'to understand'."
Kya inseparable prefixes verb se alag hote hain?,"Nahi, inseparable prefixes verb se alag nahi hote hain."
Verb 'verstehen' ka English mein kya matlab hai?,Verb 'verstehen' ka English mein matlab 'to understand' hota hai.
Shuruaati log zyadatar separable verbs ka istemal kahan karte hain?,Shuruaati log zyadatar separable verbs ka istemal un content mein kiye gaye taur par karte hain.
Separable verbs aur kon se grammatical constructs mein paye jate hain?,"Common use ke alawa, separable verbs imperative mein, modal verbs ke saath, aur perfect aur future tense mein bhi paye jate hain."
Agar aap kisi separable verb ko verb list ya dictionary mein nahi paate hain to aapko kya karna chahiye?,"Agar aap kisi separable verb ko verb list ya dictionary mein nahi paate hain, to aapko bina prefix ke verb ko dekhna chahiye."
